,label,text
27198,1,非常超值，价格还比现在优惠，然后包装很好，次日达非常方便。
58881,0,一楼极度多蚊子，点了蚊香一晚还是被骚扰得睡不着！！！！！登革热这么厉害的时候如此多蚊！
35324,0,京东第一次差评，洗了头发干，毛躁，头皮痒，用了一次就扔了，不知是劣质品还是我不适合洗发水。
51973,0,比想象中重点，不大适合女生携带，asus官网没有此款XP驱动要自己找
10339,0,很不满意，之前买的送了好多东西，现在什么也没有
15022,0,"我的机子出问题了,噪音很严重,感觉是mic松动了,翻盖轴也松动了,照相功能不想说了,同仁们有目共睹,现在已送机去KF那边了,唉,过年决定换机"
40645,1,裤子的款型很好看，面料摸起来不错，穿起来很舒适
61026,0,设施旧了，早晨结帐打发票死机，也要更新一下了，到最后我的发票寄给我。晕!！
45240,0,衣服不怎么样 穿了一次就没有穿了
22450,0,这苹果放到市场我绝对不会买的，也就是包装好点，还有坏的，下次不会买了！
47461,0,衣服质量不错，款色也不错
40441,1,这条裤子简直帅的不要不要的，想买的帅哥下手吧。哥已经试过了
35069,0,用了快一个月了，自从用了头皮屑成片成片的，估计是假的，还卖这么贵，坑人！
22537,0,太令人失望了，苹果特别小，质量不好，大大的失望。
35173,0,差评 买了几件商品我好歹花了*就不能给个包装吗 就算是拿个塑料袋包起来也行啊 什么都没有 我怎么知道是什么时候生产的
42378,1,牛仔裤大小合适，穿着很暖和，卖家服务态度好，相信京东商家
27461,1,一直用沙宣看这次有活动，就买了一个套盒囤着，很信任京东满意，赠送的试用装三个洗发两个护发旅游短期带着非常合适！
14910,1,这手机外观真的是太漂亮，如果你看到真机我觉得你一定会爱上她的美！而且屏幕我觉得颜色也很鲜艳！还有个就是从她缺点里找到的一点好的方面。那就是发信息！~因为它支持一次性输入多个拼音让你像打智能拼音一样方便，在以前的手机里这个输入法我觉得很实用，也相对来说信息慢点也有值得有用的一个地方了~128M的内存虽然我觉得不大但是我觉得一定够用，因为以前我的3230是512的内存卡，我装了N多东西也才用个200M而已。所以我觉得128M的内存这个缺陷并不能算是缺点。毕竟如果她也换成512M的内存我相信她价格就会上去不少！
27828,1,比超市的便宜几块钱，还有就是多送了两个小支的，用小支感觉还好吧，性价比不错！
23416,0,买到家已经烂了！！！太差劲了，直接扔了，是不是卖不出去的都拿这里来卖了！
15635,0,第一：设定了“按任意键接听”后，有时候来电话了任你怎么按也无法接听。第二：数码相机按键比较容易被误碰开。第三：使用指南里介绍的数码相机“闪光灯”这个词比较牵强，应该称为是“照明灯”。因为它不具备闪光灯的功能，根本就不会“闪”，只能照照亮而已。
6168,1,还不错，买给老爸看电视的，足够了
23660,0,北京到济南，烂了，一摸粘糊糊，要求退货
23412,0,苹果生，发涩，大小不一，不好吃。
29487,1,嗯，还可以吧，这个洗头膏嗯，生发的效果还没看出来，因为我刚用了几天30天，然后反正洗头，洗完头至少不油了，完了之后，嗯，就是价格有点贵了
24421,0,唉，这是单果450到500？？这么贵这么差？？？
55667,1,是一个别墅式的温泉，非常清静，服务也不错，性价比较高。就是交通有点不便，同时一定不要选一楼的房间，因为潮湿有一股很浓的味道。如果是单独旅游，最好的办法是包一辆出租车，一天才150元，还可以请司机介绍景点，上次我请了一个出租车，人不错，我介绍一下大家认识：李志宁13988505869
54309,1,早餐与价格有较大差距，服务也是平平．但在离店时，发生的一件事感到很温暖．回京后发现自己的白金脚链落在了客房，当晚２２：００致电给酒店的大堂经理，次日，就收到了快递回来的链子．很是感动．虽有开始提到的不尽人意，但暇不掩玉，再去大连应该还会考虑在此入住吧．并借此感谢为寄回失物的工作人员表示感谢．
29131,1,刚收到快递的那天晚上就用它洗了头，感觉不错
46493,0,买加绒的给我邮夏天穿的，骗子
16164,0,"会自动关机,质量不行"
30004,1,京东618活动买的，价格非常给力。就是送的慢了些。
27380,1,还没使用，物流速度挺快的。不知道效果怎么样？？
26661,1,收到东西候里面竟然漏液了，还有虫子
4183,1,促销买的，价格实惠，用着挺好的，
44525,0,掉色～无语了～～～～
27116,1,感觉不错新包装，看起来像真的。量还可以啊！
26816,1,感觉是**货，早上用了一次没有任何味道，买滋源的第一它是无硅油，第二它的味道很好闻，现只是纯色透明的粘稠液体。怀疑是**货。。。一段时间没在京东上买过滋源了发现这次洗发水瓶子外面有了一层塑封膜 方便运输吧。从来都是对京东无条件相信现在开始怀疑了。。。要不再继续用用 追评
41305,1,超级好的裤子，质量也好，特别修身，还很显腿长，物流也很棒，卖家态度也很好，没有色差
9800,0,自从使用了智能手机以来。一直都是使用华为的产品。但这个平板实在垃圾的要命。信号差，通信录经常死机。要重启才能查找联系人，性能差。
48041,0,遇到一家黑店，和一个没心没肺的客服，建议别来买，谁买谁后悔
16502,1,在京东买了好几次水果了，这次是为了凑单买的，结果真的是失望，很小，吃了好几个苹果了，全都是核烂了，黑的，没几个好的……
41802,1,挺满意的，大小合适，很满意的一次购物
57624,1,定了三间标间，入住时发现被安排在二号楼的底楼。进去了感觉不错：宽敞，清洁，无异味。最让人满意的是：整个晚上几乎听不到外面的声音，真是安静。山庄地理位置合理，到灵隐，太子湾，西湖苏堤，虎跑等地非常方便，处在这些景点的中心。环境幽、雅、静是主要特点。好了不说了，再说就会被怀疑为托了。
24449,0,有破损，快递员拒绝验货！我找谁？
34295,0,都特么漏了，瓶子粘糊糊的，口松了，里面的东西流出来了，太恶心了，也不知道过期没有
18356,1,昨晚买了两箱今天到了打开看果子还是挺亮的    不会失望
211,1,这是一本非常有益的工具类书。尤其是在当前经济全球化的前提下，中国的金融机构仍显得单薄，金融产品也比较匮乏的情况下。当然，考虑到金融风暴的因素，金融衍生品的推出和相应的监管都要慎之又慎。然而，既然不能因噎废食，即便是为防范风险，也要多了解世界成熟金融机构的管理流程，所以此书是比较经典的选择。
708,1,我也是看了评论才买的，一买回来，儿子就拿起荒岛历险来看，非常感兴趣，问他为什么好看，他说是故事内容，里面的数学知识有些还不太理解，说以后慢慢来弄懂，于是我也看了前面一点，有些数学知识是奥数内容，三年级的孩子还不太懂，但却愿意把书看下去，说明故事内容还是很吸引他的，感觉不错，买来后理了下，二十七本书分别是写给少儿、中小学生、中学生、青少年和数学爱好者的。
20314,1,物流快，东西是正品，信赖京东。
40776,1,宝贝收到了，物流很快哦，喜欢的小伙伴们可以购买了，下次还来，衣服质量也很好。
22835,0,一点都不新鲜 不知道放多久了 不靠谱
28247,1,套装比较实惠吧，买一次可以用好久，大桶多桶够用一阵了，价钱也还很实惠哎，一直喜欢在京东买东西
45343,0,尺码不符，偏大
45675,0,不行，洗了一次就掉色了
59336,0,房间陈旧，水壶换两次才可以烧水，周边吃饭地方很少，离盘山景区一墙之隔，性价比不高
29892,1,还可以吧 一直用这个牌子 就是便宜 真的厉害
6575,1,还行 物流很快
17085,1,不错苹果新鲜，清香甜脆，不过老妈说还不够甜，可能还没够熟吧，很幸运没有坏果。包装完好，物流速度较快，快递哥还帮忙验货，点赞。
11084,0,这机不怎样，分辨率低，第一台系统出现问题解不了锁，换了一台屏幕发黄，屏幕明显漏光，1星是给京东商城的服务，服务真的好，退换都很快，有专人跟进
17200,1,华圣苹果，香，甜，脆，非常可口，是至今为止，吃过最好吃的苹果。苹果的包装非常仔细，非常好，没有一点碰伤，苹果非常新鲜，感觉就像刚从树上摘下的一样。反正非常不错！
18288,1,菠萝已经有一股沤味了。苹果没什么。但就算不要这些东西我也要投诉这个快递 平常体谅快递员辛苦，所以可以去楼下取包裹，但这不是作为买家的本分。因为最近快递多，还记得买了两样水果，怕很重提不上来，打算要快递送上门的。所以电话里问他是什么东西，重不重，他说不知道，不重。于是就要他放在自取点了。请问两箱水果外包装全是生鲜两个字没看到吗？贴纸上面还写了需冷藏。你觉得两箱水果一箱书不重吗？如果我今天不去怎样 两箱水果馊掉你也觉得和你没关系是吧？我真为生产这个菠萝的农夫感到心疼，心痛他粮食就这样被快递糟蹋。
61329,0,苏州五一的交通太差了，酒店位于老城区，去哪都塞车，酒店附近吃饭的地方也不多，服务非常慢。环境倒是很不错的， 背后的景区可有可无。
11376,0,外观还不错，做工也是一流，唯一诟病就是横屏基本没用，主界面能关闭自动旋转，可到了程序界面关闭了自己旋转也还是该怎么转怎么转，拜托，这不是手机，这是平板电脑，横屏用的多啊，一分是给华为的不是给京东的
10836,0,与介绍不太符，屏幕分辨率太差，总之一句话就是太亏了，后悔买了，要不是过年了没法退我就一定退货
15870,0,1.显示效果一般。2.只支持无声视频拍摄。3.软体兼容性和运行速度不能令人满意。4.没有提供内置的短信存储空间。5.铃声播放效果实在差强人意。
2729,0,"网上随便看看也就算了,印成书发表实在有点无聊.可笑的是我居然买了."
2253,0,"这本书里面的搞笑的根本就是假幽默,一点也不好笑..........可以说很无聊"
41401,1,宝贝收到了，质量特别好，很满意，下次还买
44429,0,太长了。想退货
60691,0,订了两天，硬说一天，给的房间也是离大门十万八千里
35098,0,差劲，洗的我头痒，一直在抓头，不该买的，无语了
2868,0,"书的质量很差,味道也很大.看一会就眼睛疼"
2368,0,有些大男子主义，看起来，心里很不舒服，人应该是独立的，为了维持婚姻关系，而总是以对方为中心的生活，早晚会迷失了自我。
59090,0,房间临街，隔音很差，加上外面施工，吵得很！房间门锁似乎有故障，插入门卡显示绿灯但就是打不开，服务员的门卡插进去马上就好了。由于只在携程定了1天，临时有事要加一天，前台办理时不爽快，第二天总是催问何时退房，很烦。
9291,0,啊～啊，刚拿到想要竟然发现右上角磨损了，这可是刚收到的货啊，难道是被人用过的？差评极度差评！
46877,0,一看用料就知道是假货
30975,1,买了两条满减用了很合适，比平常更加划算了！味道闻着也很好，不是太香的味道，物流配送快师傅态度棒棒哒！
17547,1,买了两次了，跟图片差不多，秒杀的便宜点，好吃！
61042,0,前台服务态度不好，问担保金怎么退。把我说了一通然后责备携程不跟客户说清楚又要让她们解释，退房的时候笔直接丢到我面前，服务质量非常差。比较温馨的是有机场接送。
43772,1,很满意的一次购物，一个字，好!
61181,0,"硬件和软件都一般.打出请勿打扰的提示,还有服务员早晨来敲门.枕头和床都不舒服.下次不会再订"
62098,0,房间很小，装修太差，电线全部裸露在外面，脏，不是一般的脏
22838,0,烂的！边吃边看电视，觉得味道不对劲，隔夜饭都吐出来了??????
47927,0,裤子送来有损坏
31909,0,不好太差了我洗了头皮屑好多?
46572,0,掉色太严重了，这个品牌出现这样的情况太失望了
39583,1,裤子到了，质量杠杠的，穿起来很舒服，而且也很挺帅气的。而且店主的服务态度超级好，对这次购物很满意，已经推荐朋友购买了
2228,0,这本书我购买了，当当没有给我送到且没有任何解释！！！！！ 、、、当当，差距还是挺大的，
47358,0,挂羊头卖狗肉，订Lee它给你发什么丹特公子
27577,1,不错，包装好，送货快，还没试门用，看着应该不错吧
47693,0,裤子漏线。有个动。质检员该换了
5764,1,挺好。。。。。。。
11361,0,手机一般般，没想到的是下单过几个钟头后就降价，问有没补差价，客服好像一个只能问一次，在问又换客服，所以一点结果都没有，失望!
24604,0,真的很差劲！不黑，包装那么追求，有毛用，吃盒子吗？里面的品种都有不一样的，最恶心的是好几个都是坏的！完全样子货，拿去送人的话，肯定被人骂，卖水果就好好的追求水果品质，别搞那些华而不实的！
26899,1,哈哈，可以用很久了，送了三瓶小瓶装
5767,1,还不错很喜欢
57959,0,"提早预定的房间3间标房4夜，到了酒店,看样子是个刚改造的样子,很多地方还留着小旅馆的舍不得仍掉的破烂东西(后来问了说是新加盟的格林豪泰,管理和服务还是一起旅馆式的),前台时被告知酒店没收到定房通知，等了2个小时，安排了大床房先住，到房间一看，房间小的可怜，行李没地方放，问前台说是一样的，没办法了先挤吧....晚上回酒店,前台告知有双床房可以调,赶快全部调换,没想到悲剧开始:1:新装修房间,还是很小;2:卫生间门不能锁,用着用着,淋浴头开关掉了,毛巾架也不幸掉了;3:隔壁房间说话声音听的很清楚;4:门外有个抽水电机,日夜的突然的叫,音量和音质保证让你整夜失眠乃至神经衰弱,找前台(房间里面没有电话机)说就是这样,没办法,先忍着吧....;4:到餐厅吃饭,1/4以上的筷子长绿毛,服务员吗,一副见多不怪的样子.....有幸看到这里的伙计们,建议你们去住边上的一个锦江之星,这种地方,千万不要进去"
8213,1,好用，华为值得信赖，就是贵点，通话版
54591,1,交通方便，服务也满意，周围环境也不错
45357,0,这衣服，这质量，真的很差，严重掉色。对这衣服超不满意。
52837,1,环境非常非常好，庭院式小栋别墅，虽然说酒店年限很久了，据说92年就有了，房间略小，但是服务、环境都绝佳，强烈推荐，绝对安静。唯一不好的是电视，最早的那种21寸彩电可能，我住的房间没出问题，朋友的房间进去电视不能开，找服务员，服务员很快搞定。数字电视的声音变化很大，这个频道正常声音，换个频道能吓死人——欧洲杯，凌晨的声音，唉，隔壁的那个……
3557,0,读了，没有太大的感觉，太一般，可读性不强．
40529,1,穿着也很舒服 很喜欢这个颜色和款式 满意哦 好评
38200,0,别拿无知当无私 这种陈列方法没错 另 抵制蒙牛
16133,0,拍照只提供一般、室内、室外及夜间4种拍摄模式，有些单调；而且照片效果也一般，朋友拿着的不到一千六的手机，也比我的清晰。而且，原装配件也只有一个锂电池，连座充都没有，数据线什么就想都别想了。短信容量大是大，可不实用;电话薄项目也多，可实际使用时，我也就用个前几条。如果把这些“多余”的换个MP3功能、蓝牙或者手写功能，或者把像素值高些拍出的照片耐看些也行！总之，对它不够满意，外观也没有活力。！
5690,1,感觉还不错吧。昨天买的今天收到了，看着挺喜欢。
48942,1,样子蛮漂亮，女朋友很喜欢，对她来说性能也很好了。性价比很高。现在笔记本真是白菜价啊。。。
28165,1,重要的事情说三遍：挺好。挺好。挺好。
5731,1,第二部了大屏耐用。华为真不错。
17366,1,苹果包装漂亮，味道比较甜，但是一吃就知道是去年的苹果，整体还不错，也算对得起价钱
24502,0,618减300的券，今早0点开始点，点了20几分钟，明明有券就是告诉我要排队不能兑换.是你们系统问题还是我活该点了20几分钟都点不到券，半年时间买成钻石用户，今天凌晨0点不睡觉就点你们家券了，太失望了，没有合理解释我就京东封号，在也不来买了
49976,1,性价比 比较高 喜欢15寸的感觉 硬盘160G也够用了 还配置了combo 公司的同事也很满意
34986,0,在京东购了这么长时间的物，这一次是最差劲的，就无语了！包装损坏，洗发液溢的到处都是！
39164,1,给男朋友买的，质量不错，用这个钱买太划算了，去实体店得一百多呢，给好评，希望店家生意兴隆，快递服务也不错哦。
50499,1,银色的触摸区很时尚，视觉上本本显得要娇小些。机器配置比较强大，个人办公足够用了
30887,1,还可以哦?。蛮实惠的。用了一次，还行?
56410,1,"总的来说对厦门宾馆感觉不错.我们订了8号楼一间大床房(15层), 一间双床房(11层),总共住了6个晚上. 房间比较宽敞,硬件设施稍显陈旧,例如灯光的开关控制感觉不是很方便智能,其他方面还好. 服务员都彬彬有礼,给人训练有素,温暖热情的感觉.早餐品种还算丰富,我个人比较喜欢面线糊, 鸭肉粥. 牛奶豆浆刚去的时候感觉味道淡,提了意见后有明显改进.3层的中餐做得很不错,包间服务很好,我们那天是一个很年轻的男服务生,却非常细心周到妥贴.周围环境很好,3号楼是泰国领事馆.交通便利,打车去轮渡8元+1元燃油费.总之感觉宾馆胜在服务和环境.相比之下,去鹭江宾馆的6层用过两次餐,可能是生意太好的缘故,有些服务员很不耐烦,态度生硬,让人感觉很不舒服,虽然小吃做得不错."
54487,1,"早餐丰富.服务人员态度不错.但是入住时发现卫生间有积水,housekeeping 来检查未有结果以为是我们的小孩子搞的,心情落差.擦干后半小时内又有积水,他们只能叫维修人员,原来是水斗的一个接头坏了.口头对不起.check in & check out比较快.Italian餐馆味道不错,服务很好.价格跟上海差不多.4楼海景不够好,应该往上层更佳.去海港城和广东道不够方便"
1841,1,本以为男孩子更喜欢昆虫的书，看到那么多好评，抱着好奇的心理买了，结果我惨了：每天女儿都缠着我给她念虫子书，一个故事念完差不多要半小时，我嗓子都哑了，她很喜欢。有时候兴起，她会和我玩角色扮演：比如我是爱唠叨的象鼻虫妈妈，她是任性的象鼻虫老大。。。，角色互换着玩，乐此不疲。到现在已经读完3本了，每次念完一本她会比着后面的介绍，跟我说：妈妈，我还没有这一本，下次给我买第4册。。。
6319,1,做工不错，就是黑框大些，总体还行。
26748,1,送货速度快，性价比高，商品不错，值得购买。
44476,0,垃圾不用多说。。。
35147,0,很不好，洗了第二天头就痒，
57404,1,"我这个周末(11月10-11日)入住了这家酒店,住的豪华间,整体感觉不错,可就是浴室只有淋浴,而且空间太小,另外房间隔音功能太差,走廊的吵声,房间听的清清楚楚,影响情绪.在结帐的时候碰到同样在携程订的这家酒店的漂亮MM(感觉超好),她住两天,房型和我一样,可价格似乎不同,由于当时赶飞机回北京,没有仔细了解(只是在前台结帐时随便聊了:你也是携"
11749,0,屏幕很不清晰，连几百的手机屏幕都不如。而且送货时由于家里没人在家，快递直接将包裹从窗户里扔进来的，扔了五六米，也不怕摔坏了
14733,1,自带内容丰富完善；外形可爱别致；可以作为女性化装镜的用途，只要在待机的状态下屏幕背景灯自动关闭后，屏幕的镜面由于采用了高反光度的材质制成，所以反光度极佳，的确能够充当镜子的作用。
62506,0,"我是四月十三号入住的,挂牌价是258元,经询问服务员才知道携程价228元是扣去早餐费30元得出的.服务态度不冷不热,通知六点叫早,竟然等到六点半才叫.浴室的门打开后人根本没办法进去,水是忽冷忽热,一个澡洗下来,居然洗的皮肤烫伤人又感冒."
14769,1,"这个小灵通好是好啊,但偶买了一个才400多项式块钱这也太贵了吧要600多,"
44068,0,不到一周就烂了 ，质量太差
56727,1,大堂挺宽敞的，房间里就一般了，倒是干干净净，床住得还算是舒服，洗手间挺紧凑的，价格没什么优势，不过在徐家汇这里，价格低的酒店不好找啊。跟旁边的建工锦江差不太多，交通还比较方便，离地铁大概走路15分钟的样子，如果天气好，可以去徐家汇公园散步。
26666,1,这次买的还没用，以前用过这牌子，不错！
48427,0,发货速度有待提高
28354,1,活动买的，特别合适，而且很好用，下次还会继续光顾，老妈特别喜欢的一款洗发水套装。而且，还有赠品哦。
38075,0,一定要保证最好的送给国际友人，港澳台同胞，把最差的留给百毒不侵的“自己人”。蒙牛，真的只是蒙牛，而不再蒙人了！
44054,0,买的是蓝色，既然发给我黑色。难道发货的是色盲吗？找客服也不理人。衣服还行吧不想换了太麻烦。以后不会再网购了，失望
9270,0,分辩差画质不清晰
2347,0,"于丹所说的很多内容都在误导大众,看看网上的很多评论就知道了,个人觉得不值得去看!!"
11375,0,感谢二*手*东在下单一个礼拜之后终于收回了一个二手平板，然后立即邮给了我。感动的快哭了。二*手*东，你值得拥有。快递小哥是无辜的。
20821,1,评价就是为了豆子豆子豆子评价就是为了豆子豆子豆子评价就是为了豆子豆子豆子
11142,0,平时也不怎么用，刚买第20天就出现阴阳屏了，打客服电话说是等专业人员答复，说是正常7天退15天换，意思就是我是能修了呗！我这个心呐！！！真是京东如新闻所说吗？等他们售后答复后继续评价！
50735,1,优点： 不错的本本，就是屏幕小点 不足： 不错的本本，就是屏幕小点
58723,0,酒店接送车辆破旧，充满烟味，司机和前台服务差到极点，多问一句就出言顶撞，而且担保预定入住2间房，随后她们失误跟携程说只入住一间，给我添了很多麻烦，建议大家可以预定锦江之星一号店，服务和房间超级好。
30239,1,是正品，特别便宜，买买买，物流特别给力，今天订的，明天就到了，啦啦啦，，，，，，
44771,0,差差嚓擦差差
32726,0,这不是真品，，扫二维码可以辨真品。
50883,0,有一个色点。在左下方，不是很明显。还有键盘上的右边Shift键设计不好。太长了。比回车键占的位置还大，经常容易当成回车键来按错。没有Express口。有点发热。声音有点小。
716,1,我想我是爱孙波的。。。她的爱那么简单，那么炽热。我想在她内心的最深处，爱的那个人依然是小浪。。。有波就有浪。。。有浪就有波。很经典。。我拿着这本书。认真的读每一个字。她们的爱恨情仇。我想如果再来一次。她们一定会在一起。虽然从头开始一直充满着悲伤和坎坷。但是，始终都能感受到她们的爱是如此真实。。。。
17208,1,苹果还可以，家里人挺喜欢吃的，个头也大，水分足，还很甜！
21927,0,差评，三天到货，十个苹果，坏了两个。
10823,0,"京东太垃圾了,3天降了400,真是服了!"
26901,1,终于到货了，一起买的洗衣粉昨天就到了。拆开看了一下，包装很好，日期也很新，就是发膜的日期是2016年9月份的。还没用，不知道效果好不好，用过之后再说。
5225,1,送货速度快！
14176,1,小巧，适合女孩，像个小玩具一样，手感好
5269,1,给家里老人买的，试用了几天，挺顺手。
59157,0,住在这里我一句话都不想说！之前都还没有这样！吗的，现在凌晨三点！打死五只蚊子！咬得我一脸包！sb酒店！杂不去死？
47273,0,还没穿，扣子就掉了！！！！什么啊！！还特别特别薄！冬天怎么穿
10352,0,真不怎么样，真差，差，差
8041,1,平板不错，速度也很快！没出现拖影！！！
57399,1,这是我第二次入住瑞和园了，两次都是住在二楼04的房间。这次还发现房间新添置了一台联想电脑，非常体贴周到！400元一晚的价钱，还OK吧，对于背包客确实有点儿贵了，可对于那些希望静静休假，不被任何繁琐干扰的朋友们，我觉得是值得推荐的！来到丽江，住在瑞和园，每天都只呆在客栈看书喝茶已经值回票价了！下次再游古城，不用带电脑了，我想我还会继续选择瑞和园！
12657,0,太大了，且并没想象中那么好，拿来就升了N次级，且死过两次机，屏幕莫名其妙的就亮着，电量也不怎么像5000毫安的
30805,1,感谢京东商城、让我们能买到既实惠又正品的东西、味道不错、洗上也不错、祝京东商城越办越好……
23219,0,12个有10个是坏的，每个都有很多戳破的点点，这些小孔很多开始烂了，真像是老鼠的牙痕，大家看图吧，这样的货也能发出，跟客服反应让我退换货，这个退回去接着卖吗？网上买就是图方便，谁有陪你来回玩
60550,0,晚上竟然停电!!!房间还可以，结帐时竟然不返还预授权时签字的单据，跟他们要时，好象哥伦布发现了新大陆!!!!!!请问我都已经结帐了，你们还保留预授权的单据做什么!!!!!!
14190,1,我用这款手机了，功能，画面都挺好的。
53343,1,"位置好,不错,挺干净舒服,价格也合适,去西安旅游推荐"
21977,0,不好。太小。也不脆，以后不会在网上买水果了，第一次在网上买水果。很失望！
7651,1,包装简单低调，机身完美，手感佳，硬件配置过得去，就是内存太少，建议扩展内存卡。系统算流畅，屏幕灵敏度过得去，最大的亮点是音效，sws确实效果不错。拍照的话很一般，后置凑活用，前置很渣。另外吐槽一下大黑边，丑到无底线，总体来说还过得去，如果大黑边能解决，那在这个价位就趋近于完美了。
10789,0,刚买的平板，充电器无法插入平板充电，只能用我华为手机充电器给暂时充电，要求京东和商家更换充电器，互相推诿要我把整机退回去维修，平板我微信等等都已安装，只是个充电器有问题，要求更换个充电器，竟然如此推诿扯皮，给差评，伤心啊?
56396,1,的确像很多网友说的，硬件设施不错，但服务太差！只能有招待所的水平！前台小姐听不懂chick in 是什么意思，没想法！因为我的信用卡不是国际卡，所以没有visa或master的标志，竟
4595,1,M3除屏幕在移屏时拖影严重点外，其它都不错，系统流畅，声音很赞，看片很不错。
3191,0,可能中外文化理解差异，可能与小孩子太有代沟，不觉得怎么样，还是比较喜欢水墨画一点风格的漫画书，但愿我女儿长大一点能喜欢（22个月中）
15725,0,1.系统并不稳定，有时会出现死机现象； 2.内置游戏仅有一个，且不支持JAVA技术。
1096,1,且不提它的字和画的排版，看起来那么舒服，光是那纸张摸着都觉得感觉很好。很久就知道有这本书了，这回是想送给朋友的孩子才买的，送之前自己就先看了。这一看不要紧，居然让我看着看着感触颇多，而且不知道该用什么语言来描述自己的感动和感悟，我只知道，看完一遍居然有一种心灵被洗涤了一次的感觉。但愿所有的人都能从书中得到最美的享受并唤起自己心灵深处的那份淳朴的不加修饰的真善美！如果那样的话，我们的社会一定会更加宽容和谐。
48209,0,太差了，跟图片上一点都不同
1034,1,上周，正巧碰上同学会。这时我已订过，但还没收到书。其中的一位功底很深，我就不失时机地问了南氏的情况，其实我很早也想问的，但不好打搅他。按他的说法，南氏在国内的学术界并不怎么认可，因为他写文很随意，不怎么苛求学术之道，如引述错误很多等。但此人倒是修养很深，打通古代中国文化，他家也有几本他的说，确实不错，反正我也不是搞学术的，建议我还是能买些看看。
10273,0,说真的，连膜都没舍得送一张，真的嘛，不想多说
48357,0,颜色很正没有色差的。和卖家描述的一样！
47669,0,裤子质量那不是一般的差，跟图片完全不符。穿了一天就起了好多的坨。太差了。
12255,0,这个屏幕分辨率真的不行 看的眼睛疼 其他到还好 但是这样我都不敢用久
26699,1,很好用，感觉比较浓缩，用量不用太多即可
38104,0,拒绝蒙牛很久
702,1,我一直以为世界首富是比尔&#183;盖茨或沃伦&#183;巴菲特，现在我才知道哦啊世界上还有这样一个隐形的真正世界首富，而且他们还与世界历史上许多战争和金融危机有关。原来世界史还有这样的一面，真是令人打开眼界。
50268,1,系统太难装了！不过最后解决了，有兴趣与我联系 bookzip@qq.com
51213,0,USB端口少 漆面太爱沾手印，得随身带着清洁布。。。O(∩_∩)O哈哈~
2012,1,这本书可以帮助小学生理解数学的很多应用   要比直接让小孩子做数学题更能引发孩子对数学的兴趣
21617,0,这火龙果能吃吗？问客户半天都不回信息。
18452,1,很好，一直选择京东，快速，质量有保障，服务很好！棒棒棒！很好，一直选择京东，快速，质量有保障，服务很好！棒棒棒！很好，一直选择京东，快速，质量有保障，服务很好！棒棒棒！很好，一直选择京东，快速，质量有保障，服务很好！棒棒棒！很好，一直选择京东，快速，质量有保障，服务很好！棒棒棒！
23216,0,包装精致得不得了，结果打开一看这幺小，就一口，和图片对比一下，有这样忽悠人的吗。。。骗得太彻底了。
3920,1,第一次购买华为牌子的东西，用了再说
10940,0,现在还没用，不知道怎么样，买完几小时就降价，还不给保价？伤心
37838,0,共勉！嗯嗯……你们都不是正常的消费者，我不吃双汇的肉制品，不喝伊利和蒙牛，现在开始不喝国内的任何红酒和白酒。不知我算否合格和正常否？
31104,1,气味很好闻，很划算，值得购买
59081,0,很好的地理位置，一蹋糊涂的服务，萧条的酒店。
29673,1,这次购买的是套装，参加活动后力度还是比较大的。
33832,0,用着头皮屑挺多的，以前不是这样的，感觉好奇怪
49364,1,稳定性非常好，使用起来噪音很小，运行稳定，很少出毛病，而且还有上门服务
46419,0,颜色与图片不符，太薄，差评
30731,1,非常不错哦，京东做活动买的，超实惠，还送了发膜。滋源的洗发水自从试了一次后就不再换过了，非常好，掉发改善了许多，不易出油，关键问题是即使头发脏了，也不会痒，总之非常喜欢。滋源，真的不错，值得推荐！
32464,0,一颗心是给快递员的，量不足 售后还说都这样不满意就退货。
601,1,学了十多年英语，但一直一瓶不满半瓶摇的，工作几年后，深感英语的重要，就跟一个朋友学。她有多年的英语教学经验（主要是教像我这种学过但没学好的已工作的人），在挑选教材时把市面上的都看遍了，最后选中这个。她的理由就是：这个教材从人物名字的选择，到情景会话和俗语的选择，都和现实贴得很近。比如现在很多美国女孩叫EMILY，书中也有conversion里的主人翁叫这名。现在我学完了1，正在学2。
62619,0,不管是服务还是硬件都绝对够不上四星级，尽管前台确实挂着四星的牌子！！！依我看，就3星还不到。不过价格也步态四星级。
41753,1,质量不错，穿着很舒服，大小正好，很不错，下次有需要还来
54761,1,酒店位置还不错，周围设施也比较方便，周围小吃还挺多，基本上来说是一个适合住宿的地方。缺点是门童不太好，基本上没有什么礼貌用语，也没有眼色帮客人拿行李或者叫出租车。
55996,1,在临沂，这个酒店算是比较有档次的了，给外国客人的服务也比较合格。可惜电视内容比较单调，国外的频道很少。服务态度不错。
49078,1,这价钱买到这种配置的笔记本，没什么可挑的了，送的东西又多，机器也好，配置合理。此外，摄像头很清晰。
12493,0,不给力，老是死机，买了两台，都一样，这台的配件也是坏的，懒的换了
58948,0,环境不错，设施比较老。一般班。酒店前台的服务态度实在太差。
19899,1,不太好，有个烂的，有一个有搁伤，不像是今年的新果。
43369,1,"呵呵，很好，给个""优""！！！！下次和朋友一起来"
31787,0,一分都不想给，连个快递都不会送，第二次送到家，要是别人不告诉我几别人百块钱就白花了
39293,1,和真维斯xl的一起大，应该感觉不会太差
